,name,skin_tone,gender,age,real_face,aug_name,aug_cat
1416,TRAIN1416.png,monk_3,male,61_100,1,AUG_male_67_TRAIN1416.png,gender
1652,TRAIN1652.png,monk_9,male,0_17,1,AUG_male_68_TRAIN1652.png,gender
1977,TRAIN1977.png,monk_8,male,0_17,1,AUG_male_69_TRAIN1977.png,gender
816,TRAIN0816.png,monk_6,male,31_60,1,AUG_male_70_TRAIN0816.png,gender
5141,TRAIN5141.png,monk_3,male,61_100,1,AUG_male_71_TRAIN5141.png,gender
2904,TRAIN2904.png,monk_5,male,18_30,1,AUG_male_72_TRAIN2904.png,gender
2070,TRAIN2070.png,monk_2,male,61_100,1,AUG_male_73_TRAIN2070.png,gender
729,TRAIN0729.png,monk_3,male,61_100,1,AUG_male_74_TRAIN0729.png,gender
1476,TRAIN1476.png,monk_2,male,18_30,1,AUG_male_75_TRAIN1476.png,gender
3214,TRAIN3214.png,monk_7,male,31_60,1,AUG_male_76_TRAIN3214.png,gender
146,TRAIN0146.png,monk_7,male,18_30,1,AUG_male_77_TRAIN0146.png,gender
1377,TRAIN1377.png,monk_5,male,18_30,1,AUG_male_78_TRAIN1377.png,gender
1220,TRAIN1220.png,monk_8,male,18_30,1,AUG_male_79_TRAIN1220.png,gender
4664,TRAIN4664.png,monk_3,male,0_17,1,AUG_male_80_TRAIN4664.png,gender
336,TRAIN0336.png,monk_5,male,18_30,1,AUG_male_81_TRAIN0336.png,gender
1484,TRAIN1484.png,monk_2,male,18_30,1,AUG_male_82_TRAIN1484.png,gender
1737,TRAIN1737.png,monk_4,male,31_60,1,AUG_male_83_TRAIN1737.png,gender
2636,TRAIN2636.png,monk_5,male,18_30,1,AUG_male_84_TRAIN2636.png,gender
706,TRAIN0706.png,monk_1,male,0_17,1,AUG_male_85_TRAIN0706.png,gender
1329,TRAIN1329.png,monk_5,male,0_17,1,AUG_male_86_TRAIN1329.png,gender
4063,TRAIN4063.png,monk_3,male,18_30,1,AUG_male_87_TRAIN4063.png,gender
2823,TRAIN2823.png,monk_2,male,0_17,1,AUG_male_88_TRAIN2823.png,gender
4559,TRAIN4559.png,monk_3,male,0_17,1,AUG_male_89_TRAIN4559.png,gender
4325,TRAIN4325.png,monk_7,male,18_30,1,AUG_male_90_TRAIN4325.png,gender
4814,TRAIN4814.png,monk_6,male,0_17,1,AUG_male_91_TRAIN4814.png,gender
859,TRAIN0859.png,monk_7,male,0_17,1,AUG_male_92_TRAIN0859.png,gender
2918,TRAIN2918.png,monk_5,male,18_30,1,AUG_male_93_TRAIN2918.png,gender
1955,TRAIN1955.png,monk_7,male,18_30,1,AUG_male_94_TRAIN1955.png,gender
1569,TRAIN1569.png,monk_7,male,18_30,1,AUG_male_95_TRAIN1569.png,gender
1502,TRAIN1502.png,monk_9,male,31_60,1,AUG_male_96_TRAIN1502.png,gender
445,TRAIN0445.png,monk_5,male,31_60,1,AUG_male_97_TRAIN0445.png,gender
3715,TRAIN3715.png,monk_9,male,18_30,1,AUG_male_98_TRAIN3715.png,gender
2092,TRAIN2092.png,monk_3,male,18_30,1,AUG_male_99_TRAIN2092.png,gender
1293,TRAIN1293.png,monk_4,male,31_60,1,AUG_male_100_TRAIN1293.png,gender
4554,TRAIN4554.png,monk_7,male,31_60,1,AUG_male_101_TRAIN4554.png,gender
3226,TRAIN3226.png,monk_5,male,0_17,1,AUG_male_102_TRAIN3226.png,gender
817,TRAIN0817.png,monk_4,male,18_30,1,AUG_male_103_TRAIN0817.png,gender
901,TRAIN0901.png,monk_2,male,18_30,1,AUG_male_104_TRAIN0901.png,gender
348,TRAIN0348.png,monk_8,male,31_60,1,AUG_male_105_TRAIN0348.png,gender
2643,TRAIN2643.png,monk_8,male,18_30,1,AUG_male_106_TRAIN2643.png,gender
4778,TRAIN4778.png,monk_5,male,31_60,1,AUG_male_107_TRAIN4778.png,gender
2776,TRAIN2776.png,monk_3,male,61_100,1,AUG_male_108_TRAIN2776.png,gender
1029,TRAIN1029.png,monk_8,male,0_17,1,AUG_male_109_TRAIN1029.png,gender
3212,TRAIN3212.png,monk_3,male,18_30,1,AUG_male_110_TRAIN3212.png,gender
4974,TRAIN4974.png,monk_5,male,31_60,1,AUG_male_111_TRAIN4974.png,gender
1176,TRAIN1176.png,monk_7,male,31_60,1,AUG_male_112_TRAIN1176.png,gender
4713,TRAIN4713.png,monk_2,male,0_17,1,AUG_male_113_TRAIN4713.png,gender
2329,TRAIN2329.png,monk_2,male,0_17,1,AUG_male_114_TRAIN2329.png,gender
910,TRAIN0910.png,monk_6,male,18_30,1,AUG_male_115_TRAIN0910.png,gender
4570,TRAIN4570.png,monk_9,male,31_60,1,AUG_male_116_TRAIN4570.png,gender
4677,TRAIN4677.png,monk_4,male,18_30,1,AUG_male_117_TRAIN4677.png,gender
844,TRAIN0844.png,monk_3,male,0_17,1,AUG_male_118_TRAIN0844.png,gender
3674,TRAIN3674.png,monk_5,male,31_60,1,AUG_male_119_TRAIN3674.png,gender
4458,TRAIN4458.png,monk_3,male,61_100,1,AUG_male_120_TRAIN4458.png,gender
2842,TRAIN2842.png,monk_3,male,61_100,1,AUG_male_121_TRAIN2842.png,gender
2746,TRAIN2746.png,monk_4,male,31_60,1,AUG_male_122_TRAIN2746.png,gender
2509,TRAIN2509.png,monk_9,male,0_17,1,AUG_male_123_TRAIN2509.png,gender
524,TRAIN0524.png,monk_6,male,31_60,1,AUG_male_124_TRAIN0524.png,gender
4260,TRAIN4260.png,monk_6,male,18_30,1,AUG_male_125_TRAIN4260.png,gender
2508,TRAIN2508.png,monk_1,male,0_17,1,AUG_male_126_TRAIN2508.png,gender
2213,TRAIN2213.png,monk_6,male,31_60,1,AUG_male_127_TRAIN2213.png,gender
196,TRAIN0196.png,monk_5,male,18_30,1,AUG_male_128_TRAIN0196.png,gender
1666,TRAIN1666.png,monk_7,male,31_60,1,AUG_male_129_TRAIN1666.png,gender
3347,TRAIN3347.png,monk_6,male,31_60,1,AUG_male_130_TRAIN3347.png,gender
1900,TRAIN1900.png,monk_3,male,18_30,1,AUG_male_131_TRAIN1900.png,gender
5067,TRAIN5067.png,monk_2,male,0_17,1,AUG_male_132_TRAIN5067.png,gender
1407,TRAIN1407.png,monk_8,male,61_100,1,AUG_male_133_TRAIN1407.png,gender
1423,TRAIN1423.png,monk_2,male,18_30,1,AUG_male_134_TRAIN1423.png,gender
2654,TRAIN2654.png,monk_8,male,18_30,1,AUG_male_135_TRAIN2654.png,gender
5101,TRAIN5101.png,monk_3,male,31_60,1,AUG_male_136_TRAIN5101.png,gender
1526,TRAIN1526.png,monk_5,male,0_17,1,AUG_male_137_TRAIN1526.png,gender
3548,TRAIN3548.png,monk_3,male,0_17,1,AUG_male_138_TRAIN3548.png,gender
4886,TRAIN4886.png,monk_5,male,18_30,1,AUG_male_139_TRAIN4886.png,gender
1797,TRAIN1797.png,monk_7,male,0_17,1,AUG_male_140_TRAIN1797.png,gender
1737,TRAIN1737.png,monk_4,male,31_60,1,AUG_male_141_TRAIN1737.png,gender
1356,TRAIN1356.png,monk_5,male,18_30,1,AUG_male_142_TRAIN1356.png,gender
1912,TRAIN1912.png,monk_2,male,0_17,1,AUG_male_143_TRAIN1912.png,gender
4131,TRAIN4131.png,monk_4,male,18_30,1,AUG_male_144_TRAIN4131.png,gender
3674,TRAIN3674.png,monk_5,male,31_60,1,AUG_male_145_TRAIN3674.png,gender
3681,TRAIN3681.png,monk_4,male,18_30,1,AUG_male_146_TRAIN3681.png,gender
3213,TRAIN3213.png,monk_1,male,0_17,1,AUG_male_147_TRAIN3213.png,gender
40,TRAIN0040.png,monk_9,male,18_30,1,AUG_male_148_TRAIN0040.png,gender
2213,TRAIN2213.png,monk_6,male,31_60,1,AUG_male_149_TRAIN2213.png,gender
49,TRAIN0049.png,monk_3,male,18_30,1,AUG_male_150_TRAIN0049.png,gender
4677,TRAIN4677.png,monk_4,male,18_30,1,AUG_male_151_TRAIN4677.png,gender
531,TRAIN0531.png,monk_3,male,31_60,1,AUG_male_152_TRAIN0531.png,gender
2700,TRAIN2700.png,monk_5,male,31_60,1,AUG_male_153_TRAIN2700.png,gender
2129,TRAIN2129.png,monk_2,male,18_30,1,AUG_male_154_TRAIN2129.png,gender
4138,TRAIN4138.png,monk_4,male,18_30,1,AUG_male_155_TRAIN4138.png,gender
3787,TRAIN3787.png,monk_6,male,18_30,1,AUG_male_156_TRAIN3787.png,gender
1569,TRAIN1569.png,monk_7,male,18_30,1,AUG_male_157_TRAIN1569.png,gender
806,TRAIN0806.png,monk_7,male,18_30,1,AUG_male_158_TRAIN0806.png,gender
2096,TRAIN2096.png,monk_7,male,18_30,1,AUG_male_159_TRAIN2096.png,gender
2445,TRAIN2445.png,monk_2,male,0_17,1,AUG_male_160_TRAIN2445.png,gender
4321,TRAIN4321.png,monk_3,male,18_30,1,AUG_male_161_TRAIN4321.png,gender
4745,TRAIN4745.png,monk_4,male,0_17,1,AUG_male_162_TRAIN4745.png,gender
4044,TRAIN4044.png,monk_9,male,31_60,1,AUG_male_163_TRAIN4044.png,gender
3189,TRAIN3189.png,monk_4,male,18_30,1,AUG_male_164_TRAIN3189.png,gender
2733,TRAIN2733.png,monk_7,male,0_17,1,AUG_male_165_TRAIN2733.png,gender
2624,TRAIN2624.png,monk_4,male,31_60,1,AUG_male_166_TRAIN2624.png,gender
25,TRAIN0025.png,monk_5,male,0_17,1,AUG_male_167_TRAIN0025.png,gender
4689,TRAIN4689.png,monk_9,male,18_30,1,AUG_male_168_TRAIN4689.png,gender
3969,TRAIN3969.png,monk_8,male,18_30,1,AUG_male_169_TRAIN3969.png,gender
114,TRAIN0114.png,monk_3,male,0_17,1,AUG_male_170_TRAIN0114.png,gender
3750,TRAIN3750.png,monk_2,male,18_30,1,AUG_male_171_TRAIN3750.png,gender
1499,TRAIN1499.png,monk_6,male,18_30,1,AUG_male_172_TRAIN1499.png,gender
2765,TRAIN2765.png,monk_1,male,18_30,1,AUG_male_173_TRAIN2765.png,gender
5021,TRAIN5021.png,monk_7,male,0_17,1,AUG_male_174_TRAIN5021.png,gender
3408,TRAIN3408.png,monk_4,male,31_60,1,AUG_male_175_TRAIN3408.png,gender
3803,TRAIN3803.png,monk_2,male,18_30,1,AUG_male_176_TRAIN3803.png,gender
2292,TRAIN2292.png,monk_5,male,18_30,1,AUG_male_177_TRAIN2292.png,gender
2187,TRAIN2187.png,monk_7,male,31_60,1,AUG_male_178_TRAIN2187.png,gender
478,TRAIN0478.png,monk_9,male,31_60,1,AUG_male_179_TRAIN0478.png,gender
4762,TRAIN4762.png,monk_6,male,61_100,1,AUG_male_180_TRAIN4762.png,gender
432,TRAIN0432.png,monk_1,male,18_30,1,AUG_male_181_TRAIN0432.png,gender
1526,TRAIN1526.png,monk_5,male,0_17,1,AUG_male_182_TRAIN1526.png,gender
1874,TRAIN1874.png,monk_7,male,61_100,1,AUG_male_183_TRAIN1874.png,gender
1484,TRAIN1484.png,monk_2,male,18_30,1,AUG_male_184_TRAIN1484.png,gender
4219,TRAIN4219.png,monk_3,male,0_17,1,AUG_male_185_TRAIN4219.png,gender
1096,TRAIN1096.png,monk_2,male,0_17,1,AUG_male_186_TRAIN1096.png,gender
1956,TRAIN1956.png,monk_2,male,0_17,1,AUG_male_187_TRAIN1956.png,gender
1283,TRAIN1283.png,monk_5,male,31_60,1,AUG_male_188_TRAIN1283.png,gender
855,TRAIN0855.png,monk_3,male,18_30,1,AUG_male_189_TRAIN0855.png,gender
4879,TRAIN4879.png,monk_4,male,18_30,1,AUG_male_190_TRAIN4879.png,gender
250,TRAIN0250.png,monk_4,male,18_30,1,AUG_male_191_TRAIN0250.png,gender
566,TRAIN0566.png,monk_2,male,18_30,1,AUG_male_192_TRAIN0566.png,gender
4045,TRAIN4045.png,monk_5,male,0_17,1,AUG_male_193_TRAIN4045.png,gender
618,TRAIN0618.png,monk_4,male,18_30,1,AUG_male_194_TRAIN0618.png,gender
432,TRAIN0432.png,monk_1,male,18_30,1,AUG_male_195_TRAIN0432.png,gender
3049,TRAIN3049.png,monk_5,male,61_100,1,AUG_male_196_TRAIN3049.png,gender
1092,TRAIN1092.png,monk_2,male,31_60,1,AUG_male_197_TRAIN1092.png,gender
182,TRAIN0182.png,monk_3,male,18_30,1,AUG_male_198_TRAIN0182.png,gender
4044,TRAIN4044.png,monk_9,male,31_60,1,AUG_male_199_TRAIN4044.png,gender
3214,TRAIN3214.png,monk_7,male,31_60,1,AUG_male_200_TRAIN3214.png,gender
1293,TRAIN1293.png,monk_4,male,31_60,1,AUG_male_201_TRAIN1293.png,gender
3439,TRAIN3439.png,monk_8,male,18_30,1,AUG_male_202_TRAIN3439.png,gender
1485,TRAIN1485.png,monk_2,male,0_17,1,AUG_male_203_TRAIN1485.png,gender
3450,TRAIN3450.png,monk_4,male,0_17,1,AUG_male_204_TRAIN3450.png,gender
1502,TRAIN1502.png,monk_9,male,31_60,1,AUG_male_205_TRAIN1502.png,gender
2653,TRAIN2653.png,monk_1,male,0_17,1,AUG_male_206_TRAIN2653.png,gender
3365,TRAIN3365.png,monk_7,male,31_60,1,AUG_male_207_TRAIN3365.png,gender
897,TRAIN0897.png,monk_9,male,0_17,1,AUG_male_208_TRAIN0897.png,gender
4563,TRAIN4563.png,monk_7,male,0_17,1,AUG_male_209_TRAIN4563.png,gender
2999,TRAIN2999.png,monk_1,male,0_17,1,AUG_male_210_TRAIN2999.png,gender
3293,TRAIN3293.png,monk_7,male,31_60,1,AUG_male_211_TRAIN3293.png,gender
4713,TRAIN4713.png,monk_2,male,0_17,1,AUG_male_212_TRAIN4713.png,gender
279,TRAIN0279.png,monk_6,male,18_30,1,AUG_male_213_TRAIN0279.png,gender
1356,TRAIN1356.png,monk_5,male,18_30,1,AUG_male_214_TRAIN1356.png,gender
1715,TRAIN1715.png,monk_2,male,18_30,1,AUG_male_215_TRAIN1715.png,gender
4587,TRAIN4587.png,monk_2,male,18_30,1,AUG_male_216_TRAIN4587.png,gender
113,TRAIN0113.png,monk_8,male,31_60,1,AUG_male_217_TRAIN0113.png,gender
3808,TRAIN3808.png,monk_5,male,31_60,1,AUG_male_218_TRAIN3808.png,gender
2171,TRAIN2171.png,monk_8,male,18_30,1,AUG_male_219_TRAIN2171.png,gender
194,TRAIN0194.png,monk_3,male,18_30,1,AUG_male_220_TRAIN0194.png,gender
3371,TRAIN3371.png,monk_2,male,0_17,1,AUG_male_221_TRAIN3371.png,gender
2073,TRAIN2073.png,monk_3,male,31_60,1,AUG_male_222_TRAIN2073.png,gender
2781,TRAIN2781.png,monk_3,male,18_30,1,AUG_male_223_TRAIN2781.png,gender
1484,TRAIN1484.png,monk_2,male,18_30,1,AUG_male_224_TRAIN1484.png,gender
442,TRAIN0442.png,monk_8,male,0_17,1,AUG_male_225_TRAIN0442.png,gender
1936,TRAIN1936.png,monk_3,male,18_30,1,AUG_male_226_TRAIN1936.png,gender
1424,TRAIN1424.png,monk_6,male,0_17,1,AUG_male_227_TRAIN1424.png,gender
4379,TRAIN4379.png,monk_6,male,0_17,1,AUG_male_228_TRAIN4379.png,gender
1996,TRAIN1996.png,monk_4,male,0_17,1,AUG_male_229_TRAIN1996.png,gender
3015,TRAIN3015.png,monk_3,male,18_30,1,AUG_male_230_TRAIN3015.png,gender
3029,TRAIN3029.png,monk_6,male,61_100,1,AUG_male_231_TRAIN3029.png,gender
4157,TRAIN4157.png,monk_3,male,31_60,1,AUG_male_232_TRAIN4157.png,gender
3951,TRAIN3951.png,monk_5,male,0_17,1,AUG_male_233_TRAIN3951.png,gender
1526,TRAIN1526.png,monk_5,male,0_17,1,AUG_male_234_TRAIN1526.png,gender
1975,TRAIN1975.png,monk_2,male,31_60,1,AUG_male_235_TRAIN1975.png,gender
3268,TRAIN3268.png,monk_4,male,0_17,1,AUG_male_236_TRAIN3268.png,gender
867,TRAIN0867.png,monk_7,male,18_30,1,AUG_male_237_TRAIN0867.png,gender
1727,TRAIN1727.png,monk_2,male,0_17,1,AUG_male_238_TRAIN1727.png,gender
3129,TRAIN3129.png,monk_6,male,61_100,1,AUG_male_239_TRAIN3129.png,gender
2567,TRAIN2567.png,monk_5,male,0_17,1,AUG_male_240_TRAIN2567.png,gender
1449,TRAIN1449.png,monk_7,male,0_17,1,AUG_male_241_TRAIN1449.png,gender
2225,TRAIN2225.png,monk_6,male,31_60,1,AUG_male_242_TRAIN2225.png,gender
3990,TRAIN3990.png,monk_6,male,0_17,1,AUG_male_243_TRAIN3990.png,gender
4140,TRAIN4140.png,monk_6,male,0_17,1,AUG_male_244_TRAIN4140.png,gender
2092,TRAIN2092.png,monk_3,male,18_30,1,AUG_male_245_TRAIN2092.png,gender
3969,TRAIN3969.png,monk_8,male,18_30,1,AUG_male_246_TRAIN3969.png,gender
2118,TRAIN2118.png,monk_7,male,31_60,1,AUG_male_247_TRAIN2118.png,gender
3338,TRAIN3338.png,monk_8,male,31_60,1,AUG_male_248_TRAIN3338.png,gender
2509,TRAIN2509.png,monk_9,male,0_17,1,AUG_male_249_TRAIN2509.png,gender
737,TRAIN0737.png,monk_7,male,31_60,1,AUG_male_250_TRAIN0737.png,gender
1974,TRAIN1974.png,monk_5,male,18_30,1,AUG_male_251_TRAIN1974.png,gender
3966,TRAIN3966.png,monk_2,male,0_17,1,AUG_male_252_TRAIN3966.png,gender
4999,TRAIN4999.png,monk_10,male,0_17,1,AUG_male_253_TRAIN4999.png,gender
3745,TRAIN3745.png,monk_9,male,0_17,1,AUG_male_254_TRAIN3745.png,gender
3306,TRAIN3306.png,monk_3,male,18_30,1,AUG_male_255_TRAIN3306.png,gender
3960,TRAIN3960.png,monk_5,male,18_30,1,AUG_male_256_TRAIN3960.png,gender
566,TRAIN0566.png,monk_2,male,18_30,1,AUG_male_257_TRAIN0566.png,gender
3158,TRAIN3158.png,monk_3,male,31_60,1,AUG_male_258_TRAIN3158.png,gender
4310,TRAIN4310.png,monk_2,male,0_17,1,AUG_male_259_TRAIN4310.png,gender
2639,TRAIN2639.png,monk_5,male,31_60,1,AUG_male_260_TRAIN2639.png,gender
3106,TRAIN3106.png,monk_4,male,0_17,1,AUG_male_261_TRAIN3106.png,gender
1544,TRAIN1544.png,monk_5,male,31_60,1,AUG_male_262_TRAIN1544.png,gender
4776,TRAIN4776.png,monk_5,male,31_60,1,AUG_male_263_TRAIN4776.png,gender
4768,TRAIN4768.png,monk_5,male,18_30,1,AUG_male_264_TRAIN4768.png,gender
5094,TRAIN5094.png,monk_5,male,0_17,1,AUG_male_265_TRAIN5094.png,gender
4979,TRAIN4979.png,monk_9,male,31_60,1,AUG_male_266_TRAIN4979.png,gender
3969,TRAIN3969.png,monk_8,male,18_30,1,AUG_male_267_TRAIN3969.png,gender
2823,TRAIN2823.png,monk_2,male,0_17,1,AUG_male_268_TRAIN2823.png,gender
2223,TRAIN2223.png,monk_5,male,18_30,1,AUG_male_269_TRAIN2223.png,gender
3052,TRAIN3052.png,monk_4,male,18_30,1,AUG_male_270_TRAIN3052.png,gender
4062,TRAIN4062.png,monk_2,male,31_60,1,AUG_male_271_TRAIN4062.png,gender
2895,TRAIN2895.png,monk_4,male,31_60,1,AUG_male_272_TRAIN2895.png,gender
2925,TRAIN2925.png,monk_4,male,31_60,1,AUG_male_273_TRAIN2925.png,gender
2926,TRAIN2926.png,monk_7,male,0_17,1,AUG_male_274_TRAIN2926.png,gender
1499,TRAIN1499.png,monk_6,male,18_30,1,AUG_male_275_TRAIN1499.png,gender
347,TRAIN0347.png,monk_5,male,31_60,1,AUG_male_276_TRAIN0347.png,gender
1774,TRAIN1774.png,monk_7,male,18_30,1,AUG_male_277_TRAIN1774.png,gender
1966,TRAIN1966.png,monk_3,male,0_17,1,AUG_male_278_TRAIN1966.png,gender
272,TRAIN0272.png,monk_4,male,0_17,1,AUG_male_279_TRAIN0272.png,gender
4370,TRAIN4370.png,monk_7,male,31_60,1,AUG_male_280_TRAIN4370.png,gender
2987,TRAIN2987.png,monk_4,male,0_17,1,AUG_male_281_TRAIN2987.png,gender
2226,TRAIN2226.png,monk_8,male,0_17,1,AUG_male_282_TRAIN2226.png,gender
336,TRAIN0336.png,monk_5,male,18_30,1,AUG_male_283_TRAIN0336.png,gender
4930,TRAIN4930.png,monk_5,male,0_17,1,AUG_male_284_TRAIN4930.png,gender
2320,TRAIN2320.png,monk_7,male,18_30,1,AUG_male_285_TRAIN2320.png,gender
5067,TRAIN5067.png,monk_2,male,0_17,1,AUG_male_286_TRAIN5067.png,gender
3807,TRAIN3807.png,monk_2,male,0_17,1,AUG_male_287_TRAIN3807.png,gender
4896,TRAIN4896.png,monk_5,male,61_100,1,AUG_male_288_TRAIN4896.png,gender
3371,TRAIN3371.png,monk_2,male,0_17,1,AUG_male_289_TRAIN3371.png,gender
1503,TRAIN1503.png,monk_7,male,18_30,1,AUG_male_290_TRAIN1503.png,gender
2499,TRAIN2499.png,monk_6,male,31_60,1,AUG_male_291_TRAIN2499.png,gender
2765,TRAIN2765.png,monk_1,male,18_30,1,AUG_male_292_TRAIN2765.png,gender
1894,TRAIN1894.png,monk_6,male,0_17,1,AUG_male_293_TRAIN1894.png,gender
1553,TRAIN1553.png,monk_8,male,0_17,1,AUG_male_294_TRAIN1553.png,gender
3915,TRAIN3915.png,monk_2,male,31_60,1,AUG_male_295_TRAIN3915.png,gender
279,TRAIN0279.png,monk_6,male,18_30,1,AUG_male_296_TRAIN0279.png,gender
2171,TRAIN2171.png,monk_8,male,18_30,1,AUG_male_297_TRAIN2171.png,gender
4667,TRAIN4667.png,monk_3,male,31_60,1,AUG_male_298_TRAIN4667.png,gender
4713,TRAIN4713.png,monk_2,male,0_17,1,AUG_male_299_TRAIN4713.png,gender
171,TRAIN0171.png,monk_7,male,31_60,1,AUG_male_300_TRAIN0171.png,gender
1462,TRAIN1462.png,monk_3,male,31_60,1,AUG_male_301_TRAIN1462.png,gender
4214,TRAIN4214.png,monk_2,male,31_60,1,AUG_male_302_TRAIN4214.png,gender
370,TRAIN0370.png,monk_6,male,0_17,1,AUG_male_303_TRAIN0370.png,gender
2284,TRAIN2284.png,monk_6,male,31_60,1,AUG_male_304_TRAIN2284.png,gender
5119,TRAIN5119.png,monk_5,male,31_60,1,AUG_male_305_TRAIN5119.png,gender
4537,TRAIN4537.png,monk_6,male,31_60,1,AUG_male_306_TRAIN4537.png,gender
706,TRAIN0706.png,monk_1,male,0_17,1,AUG_male_307_TRAIN0706.png,gender
40,TRAIN0040.png,monk_9,male,18_30,1,AUG_male_308_TRAIN0040.png,gender
20,TRAIN0020.png,monk_9,male,31_60,1,AUG_male_309_TRAIN0020.png,gender
3255,TRAIN3255.png,monk_6,male,31_60,1,AUG_male_310_TRAIN3255.png,gender
2281,TRAIN2281.png,monk_5,male,31_60,1,AUG_male_311_TRAIN2281.png,gender
314,TRAIN0314.png,monk_10,male,31_60,1,AUG_male_312_TRAIN0314.png,gender
690,TRAIN0690.png,monk_4,male,18_30,1,AUG_male_313_TRAIN0690.png,gender
4689,TRAIN4689.png,monk_9,male,18_30,1,AUG_male_314_TRAIN4689.png,gender
4745,TRAIN4745.png,monk_4,male,0_17,1,AUG_male_315_TRAIN4745.png,gender
1095,TRAIN1095.png,monk_5,male,18_30,1,AUG_male_316_TRAIN1095.png,gender
3558,TRAIN3558.png,monk_2,male,0_17,1,AUG_male_317_TRAIN3558.png,gender
1861,TRAIN1861.png,monk_3,male,31_60,1,AUG_male_318_TRAIN1861.png,gender
3268,TRAIN3268.png,monk_4,male,0_17,1,AUG_male_319_TRAIN3268.png,gender
5091,TRAIN5091.png,monk_2,male,0_17,1,AUG_male_320_TRAIN5091.png,gender
261,TRAIN0261.png,monk_2,male,31_60,1,AUG_male_321_TRAIN0261.png,gender
4476,TRAIN4476.png,monk_5,male,18_30,1,AUG_male_322_TRAIN4476.png,gender
1023,TRAIN1023.png,monk_6,male,31_60,1,AUG_male_323_TRAIN1023.png,gender
1893,TRAIN1893.png,monk_3,male,31_60,1,AUG_male_324_TRAIN1893.png,gender
4195,TRAIN4195.png,monk_5,male,0_17,1,AUG_male_325_TRAIN4195.png,gender
1397,TRAIN1397.png,monk_5,male,31_60,1,AUG_male_326_TRAIN1397.png,gender
3164,TRAIN3164.png,monk_5,male,31_60,1,AUG_male_327_TRAIN3164.png,gender
5091,TRAIN5091.png,monk_2,male,0_17,1,AUG_male_328_TRAIN5091.png,gender
313,TRAIN0313.png,monk_6,male,0_17,1,AUG_male_329_TRAIN0313.png,gender
4690,TRAIN4690.png,monk_3,male,18_30,1,AUG_male_330_TRAIN4690.png,gender
2825,TRAIN2825.png,monk_1,male,0_17,1,AUG_male_331_TRAIN2825.png,gender
3704,TRAIN3704.png,monk_3,male,0_17,1,AUG_male_332_TRAIN3704.png,gender
4453,TRAIN4453.png,monk_9,male,0_17,1,AUG_male_333_TRAIN4453.png,gender
864,TRAIN0864.png,monk_4,male,18_30,1,AUG_male_334_TRAIN0864.png,gender
351,TRAIN0351.png,monk_6,male,61_100,1,AUG_male_335_TRAIN0351.png,gender
2296,TRAIN2296.png,monk_4,male,31_60,1,AUG_male_336_TRAIN2296.png,gender
128,TRAIN0128.png,monk_5,male,18_30,1,AUG_male_337_TRAIN0128.png,gender
3915,TRAIN3915.png,monk_2,male,31_60,1,AUG_male_338_TRAIN3915.png,gender
1924,TRAIN1924.png,monk_2,male,18_30,1,AUG_male_339_TRAIN1924.png,gender
2842,TRAIN2842.png,monk_3,male,61_100,1,AUG_male_340_TRAIN2842.png,gender
3389,TRAIN3389.png,monk_2,male,18_30,1,AUG_male_341_TRAIN3389.png,gender
4062,TRAIN4062.png,monk_2,male,31_60,1,AUG_male_342_TRAIN4062.png,gender
2934,TRAIN2934.png,monk_2,male,18_30,1,AUG_male_343_TRAIN2934.png,gender
256,TRAIN0256.png,monk_8,male,0_17,1,AUG_male_344_TRAIN0256.png,gender
3743,TRAIN3743.png,monk_2,male,0_17,1,AUG_male_345_TRAIN3743.png,gender
2548,TRAIN2548.png,monk_3,male,31_60,1,AUG_male_346_TRAIN2548.png,gender
1897,TRAIN1897.png,monk_4,male,0_17,1,AUG_male_347_TRAIN1897.png,gender
5064,TRAIN5064.png,monk_6,male,18_30,1,AUG_male_348_TRAIN5064.png,gender
923,TRAIN0923.png,monk_6,male,31_60,1,AUG_male_349_TRAIN0923.png,gender
1529,TRAIN1529.png,monk_2,male,0_17,1,AUG_male_350_TRAIN1529.png,gender
3164,TRAIN3164.png,monk_5,male,31_60,1,AUG_male_351_TRAIN3164.png,gender
4883,TRAIN4883.png,monk_3,male,18_30,1,AUG_male_352_TRAIN4883.png,gender
816,TRAIN0816.png,monk_6,male,31_60,1,AUG_male_353_TRAIN0816.png,gender
2266,TRAIN2266.png,monk_7,male,18_30,1,AUG_male_354_TRAIN2266.png,gender
2823,TRAIN2823.png,monk_2,male,0_17,1,AUG_male_355_TRAIN2823.png,gender
1711,TRAIN1711.png,monk_1,male,18_30,1,AUG_male_356_TRAIN1711.png,gender
3870,TRAIN3870.png,monk_3,male,31_60,1,AUG_male_357_TRAIN3870.png,gender
2497,TRAIN2497.png,monk_7,male,31_60,1,AUG_male_358_TRAIN2497.png,gender
1290,TRAIN1290.png,monk_7,male,18_30,1,AUG_male_359_TRAIN1290.png,gender
1364,TRAIN1364.png,monk_5,male,61_100,1,AUG_male_360_TRAIN1364.png,gender
2329,TRAIN2329.png,monk_2,male,0_17,1,AUG_male_361_TRAIN2329.png,gender
4879,TRAIN4879.png,monk_4,male,18_30,1,AUG_male_362_TRAIN4879.png,gender
4385,TRAIN4385.png,monk_6,male,18_30,1,AUG_male_363_TRAIN4385.png,gender
829,TRAIN0829.png,monk_5,male,18_30,1,AUG_male_364_TRAIN0829.png,gender
